Id,SalePrice
1915,237104.3
1916,76872.266
1917,262824.3
1918,153660.4
1919,184295.06
1920,164225.73
1921,374613.3
1922,319743.0
1923,231470.02
1924,224958.33
1925,217440.72
1926,394084.53
1927,152972.25
1928,175634.25
1929,140414.38
1930,148969.94
1931,151518.98
1932,155011.8
1933,191039.23
1934,182630.03
1935,179323.4
1936,187926.52
1937,187555.44
1938,180212.55
1939,218595.95
1940,181583.97
1941,184023.67
1942,196256.12
1943,205449.78
1944,343470.78
1945,363172.06
1946,182404.39
1947,243820.84
1948,172939.45
1949,246994.17
1950,187096.17
1951,258936.8
1952,221144.17
1953,193486.98
1954,174690.7
1955,148745.98
1956,278397.16
1957,158934.95
1958,334231.56
1959,152751.12
1960,126564.28
1961,130775.17
1962,120359.625
1963,120416.79
1964,128239.46
1965,154740.1
1966,142980.83
1967,337777.0
1968,403949.06
1969,377047.88
1970,367595.1
1971,439598.9
1972,369791.56
1973,287082.88
1974,323359.44
1975,471847.53
1976,292300.0
1977,397074.2
1978,351958.94
1979,348790.8
1980,200026.17
1981,373023.2
1982,215247.64
1983,193432.25
1984,165784.48
1985,230089.7
1986,216461.7
1987,169074.14
1988,181177.45
1989,192055.56
1990,216289.39
1991,217951.1
1992,227428.47
1993,174121.86
1994,226869.6
1995,186294.02
1996,278821.22
1997,334536.53
1998,334906.28
1999,272181.03
2000,308339.47
2001,256732.03
2002,253801.77
2003,293464.72
2004,321005.97
2005,229341.39
2006,226666.47
2007,279454.75
2008,221726.53
2009,204720.28
2010,209249.64
2011,158403.94
2012,182237.55
2013,182647.11
2014,189608.48
2015,207322.19
2016,202118.02
2017,204162.48
2018,140150.1
2019,147389.11
2020,130270.8
2021,117001.375
2022,191620.0
2023,149045.84
2024,260785.28
2025,342219.56
2026,177110.61
2027,162390.3
2028,157922.33
2029,170932.61
2030,284905.5
2031,253822.16
2032,253033.4
2033,263180.62
2034,170368.8
2035,227242.86
2036,196436.97
2037,219368.6
2038,333517.22
2039,210755.55
2040,324962.4
2041,303201.62
2042,211598.03
2043,175580.44
2044,183283.62
2045,207307.69
2046,151907.55
2047,155465.88
2048,150323.69
2049,155265.3
2050,182940.86
2051,132821.19
2052,138285.67
2053,164686.16
2054,95515.914
2055,167794.19
2056,164445.64
2057,117475.44
2058,239102.47
2059,150492.31
2060,194518.86
2061,179380.67
2062,140903.94
2063,129131.734
2064,153078.48
2065,146600.4
2066,175418.89
2067,146441.6
2068,150933.52
2069,76006.7
2070,107818.44
2071,110576.51
2072,128743.85
2073,157837.62
2074,182067.25
2075,155471.64
2076,127020.27
2077,166876.17
2078,141892.62
2079,140694.84
2080,126626.96
2081,136780.1
2082,144671.88
2083,149583.81
2084,127467.79
2085,135366.08
2086,136252.67
2087,126756.97
2088,112779.875
2089,102847.9
2090,133354.33
2091,143150.03
2092,143141.53
2093,126529.61
2094,125822.53
2095,155335.23
2096,91488.95
2097,118650.555
2098,150048.9
2099,64466.03
2100,103222.445
2101,126508.195
2102,146588.75
2103,106478.36
2104,153804.14
2105,146181.08
2106,68309.85
2107,213662.05
2108,129569.36
2109,121896.48
2110,147175.61
2111,131746.27
2112,143795.88
2113,132034.64
2114,124914.805
2115,171751.7
2116,137893.8
2117,146334.73
2118,136773.98
2119,134593.94
2120,134695.31
2121,145479.75
2122,135246.5
2123,93453.4
2124,159252.72
2125,140485.5
2126,163790.75
2127,168765.88
2128,136233.73
2129,94916.12
2130,145423.3
2131,145703.7
2132,131545.9
2133,140523.16
2134,139525.61
2135,120713.86
2136,113536.625
2137,124003.55
2138,149200.4
2139,159185.05
2140,152933.12
2141,162045.42
2142,144010.16
2143,151908.95
2144,147596.97
2145,151833.36
2146,165180.08
2147,161343.2
2148,136270.92
2149,151138.92
2150,211815.47
2151,125974.375
2152,175005.89
2153,164286.05
2154,123785.73
2155,158948.19
2156,265868.47
2157,251001.44
2158,232580.97
2159,231005.84
2160,182247.84
2161,245765.03
2162,334633.75
2163,398981.25
2164,256564.58
2165,195941.28
2166,164013.33
2167,207936.55
2168,206390.6
2169,194712.5
2170,222342.58
2171,158644.8
2172,151101.1
2173,163610.3
2174,244648.14
2175,288330.5
2176,299237.84
2177,246417.92
2178,212435.72
2179,144848.08
2180,196065.86
2181,187152.23
2182,221089.47
2183,185334.8
2184,140213.62
2185,142804.88
2186,153114.08
2187,163499.36
2188,162347.9
2189,229894.11
2190,93215.664
2191,98091.016
2192,106595.47
2193,123918.98
2194,132010.64
2195,134121.97
2196,135513.61
2197,133277.5
2198,160968.03
2199,171074.81
2200,147931.02
2201,136204.98
2202,191742.97
2203,142947.08
2204,180661.67
2205,127728.11
2206,144040.77
2207,204710.2
2208,273024.97
2209,224226.17
2210,129784.99
2211,130664.31
2212,134279.25
2213,128533.39
2214,157301.56
2215,122516.805
2216,160805.28
2217,95531.54
2218,101872.914
2219,92252.734
2220,98152.02
2221,239400.94
2222,256096.84
2223,346094.6
2224,220199.33
2225,142934.78
2226,208026.2
2227,215278.69
2228,306199.12
2229,256249.3
2230,165605.4
2231,212439.06
2232,193293.06
2233,181798.67
2234,255914.3
2235,231480.95
2236,271139.16
2237,368864.9
2238,193737.78
2239,113130.336
2240,161648.38
2241,172747.2
2242,137332.0
2243,140328.53
2244,114693.67
2245,115697.31
2246,160731.36
2247,128714.484
2248,136222.33
2249,136509.39
2250,140284.86
2251,118707.44
2252,179327.58
2253,169712.27
2254,177442.06
2255,185676.86
2256,179878.44
2257,210454.28
2258,172972.78
2259,181162.5
2260,166000.19
2261,172800.83
2262,192624.95
2263,395096.0
2264,420215.0
2265,177101.55
2266,279976.34
2267,353358.34
2268,317741.84
2269,161173.73
2270,197660.64
2271,249052.84
2272,214523.8
2273,177921.81
2274,202656.3
2275,174283.22
2276,180800.86
2277,181205.7
2278,155908.95
2279,141230.31
2280,129094.71
2281,182994.52
2282,204076.33
2283,124069.67
2284,132544.52
2285,142175.39
2286,137070.84
2287,389892.72
2288,323665.5
2289,379977.16
2290,433377.66
2291,360486.47
2292,430520.22
2293,451339.2
2294,393639.56
2295,466643.1
2296,297551.6
2297,329221.22
2298,383546.94
2299,375868.72
2300,333655.12
2301,321579.28
2302,267554.12
2303,234927.88
2304,265685.44
2305,198161.77
2306,190752.83
2307,204479.83
2308,226217.92
2309,282833.03
2310,205987.4
2311,209180.16
2312,176267.9
2313,175856.98
2314,173083.95
2315,179666.05
2316,184734.86
2317,198371.84
2318,174289.47
2319,177855.1
2320,178055.22
2321,242913.62
2322,175709.39
2323,182312.3
2324,183083.14
2325,216914.47
2326,175469.34
2327,210775.55
2328,215535.78
2329,189178.88
2330,183204.05
2331,365035.44
2332,355335.97
2333,340076.34
2334,262144.47
2335,274005.53
2336,308916.94
2337,202313.19
2338,291273.22
2339,219097.06
2340,439190.7
2341,244495.95
2342,247066.23
2343,234163.6
2344,221531.31
2345,247316.95
2346,216215.36
2347,209782.6
2348,251402.06
2349,178218.25
2350,327036.8
2351,277710.03
2352,277808.34
2353,268103.97
2354,148831.1
2355,147555.44
2356,164826.05
2357,200167.03
2358,215722.02
2359,137181.72
2360,131896.56
2361,155273.55
2362,291165.7
2363,151846.95
2364,163238.97
2365,238871.39
2366,194611.14
2367,221305.67
2368,206770.28
2369,224692.27
2370,171740.58
2371,169899.66
2372,199554.56
2373,291976.28
2374,323859.03
2375,235959.45
2376,293800.3
2377,358152.28
2378,159884.33
2379,222950.64
2380,158751.44
2381,184819.97
2382,197188.92
2383,212038.14
2384,250752.66
2385,169176.33
2386,160374.7
2387,145180.19
2388,125765.445
2389,133241.02
2390,157887.44
2391,148452.67
2392,129622.84
2393,171808.14
2394,153145.62
2395,196733.61
2396,161202.6
2397,225964.17
2398,147449.19
2399,93687.484
2400,78476.31
2401,121209.875
2402,151398.72
2403,153531.22
2404,168304.08
2405,170385.62
2406,163959.03
2407,142310.36
2408,155340.7
2409,133015.22
2410,180638.27
2411,131032.24
2412,167051.53
2413,141314.88
2414,161549.97
2415,146890.16
2416,128173.766
2417,147509.45
2418,144153.9
2419,141848.03
2420,138171.58
2421,147876.31
2422,119352.48
2423,138023.05
2424,163060.55
2425,195301.75
2426,151455.25
2427,148307.7
2428,174142.08
2429,139803.77
2430,141650.03
2431,134170.9
2432,153039.56
2433,153556.95
2434,155519.88
2435,157094.22
2436,126117.6
2437,125239.98
2438,138211.61
2439,130060.39
2440,128425.81
2441,118016.96
2442,106142.33
2443,142212.11
2444,150804.19
2445,107849.84
2446,154951.9
2447,184263.64
2448,146024.77
2449,126944.06
2450,158842.14
2451,148468.98
2452,214754.34
2453,98738.72
2454,145024.12
2455,143298.78
2456,117756.68
2457,137340.0
2458,146038.27
2459,121064.38
2460,143386.1
2461,140249.48
2462,141849.92
2463,144451.77
2464,195192.61
2465,149451.95
2466,133549.92
2467,150622.94
2468,121574.09
2469,97424.9
2470,194840.36
2471,220637.05
2472,164900.92
2473,136286.56
2474,107950.45
2475,235784.66
2476,120725.87
2477,142869.6
2478,168905.08
2479,122823.99
2480,154978.67
2481,145596.12
2482,140133.53
2483,132703.22
2484,136977.48
2485,134904.78
2486,179222.1
2487,206010.92
2488,168908.27
2489,152978.6
2490,159770.94
2491,100662.72
2492,187945.94
2493,172178.52
2494,162468.86
2495,95030.62
2496,231453.14
2497,166192.94
2498,127252.055
2499,100547.21
2500,141148.73
2501,161892.56
2502,149696.9
2503,107548.234
2504,192065.08
2505,240740.98
2506,275038.53
2507,337802.94
2508,273209.94
2509,212632.66
2510,210417.52
2511,178147.67
2512,204717.16
2513,227204.98
2514,252924.7
2515,160155.69
2516,180027.31
2517,151285.6
2518,170074.83
2519,231186.75
2520,228546.52
2521,186505.62
2522,226643.73
2523,145145.03
2524,156600.3
2525,161648.56
2526,146524.25
2527,132446.02
2528,141929.89
2529,145499.89
2530,136317.9
2531,255134.16
2532,235329.55
2533,198046.33
2534,244500.77
2535,304039.53
2536,240130.9
2537,230754.64
2538,179075.95
2539,195989.8
2540,180621.5
2541,180184.1
2542,173642.75
2543,140520.38
2544,135624.16
2545,150373.92
2546,142529.88
2547,146220.45
2548,169067.34
2549,170017.44
2550,519634.4
2551,145028.88
2552,142478.39
2553,99543.28
2554,121080.92
2555,138618.39
2556,116153.0
2557,128616.62
2558,152149.19
2559,141761.25
2560,148351.42
2561,148456.6
2562,135213.86
2563,142476.06
2564,187640.02
2565,147686.48
2566,171825.98
2567,144660.53
2568,183627.83
2569,231062.4
2570,130565.125
2571,178828.75
2572,154519.06
2573,243556.47
2574,231925.9
2575,149120.02
2576,138353.28
2577,174189.94
2578,98051.305
2579,64333.008
2580,142036.17
2581,145953.19
2582,144093.11
2583,255455.44
2584,186842.36
2585,203350.44
2586,213293.64
2587,200982.7
2588,137278.47
2589,159196.83
2590,223106.7
2591,203800.8
2592,225814.44
2593,234838.67
2594,175942.47
2595,191269.08
2596,327860.97
2597,201106.0
2598,298090.56
2599,296767.97
2600,146508.53
2601,147882.28
2602,104760.97
2603,114087.586
2604,105398.734
2605,108443.85
2606,154970.19
2607,205591.6
2608,192476.61
2609,175148.72
2610,132784.61
2611,150758.0
2612,164262.19
2613,147108.7
2614,142961.83
2615,166216.52
2616,155972.69
2617,186501.8
2618,208521.72
2619,210505.14
2620,178964.39
2621,181607.05
2622,187580.25
2623,253774.89
2624,342756.25
2625,304666.06
2626,177321.06
2627,158832.86
2628,445864.62
2629,462846.62
2630,344397.88
2631,502084.3
2632,462689.28
2633,314226.72
2634,410513.44
2635,166726.58
2636,186258.28
2637,175860.3
2638,274463.44
2639,190779.84
2640,162426.88
2641,126471.805
2642,202536.38
2643,119978.5
2644,129490.93
2645,125006.836
2646,117358.96
2647,120886.78
2648,160636.48
2649,149919.77
2650,143938.27
2651,151791.95
2652,430144.78
2653,270637.5
2654,261202.39
2655,405676.38
2656,348418.47
2657,354829.12
2658,323808.7
2659,312094.47
2660,394305.5
2661,398813.78
2662,387799.38
2663,317014.6
2664,272719.88
2665,342524.62
2666,284668.22
2667,179372.47
2668,177719.86
2669,184409.14
2670,288052.38
2671,181874.56
2672,197354.3
2673,211482.08
2674,200930.98
2675,168591.61
2676,186830.34
2677,208700.53
2678,250914.55
2679,276161.75
2680,288018.94
2681,382639.47
2682,330340.53
2683,454451.97
2684,307473.38
2685,312563.53
2686,289278.22
2687,326416.1
2688,223920.4
2689,200576.81
2690,439723.5
2691,201477.03
2692,148595.03
2693,211651.66
2694,152919.4
2695,208290.92
2696,189648.2
2697,198319.72
2698,217568.48
2699,188351.39
2700,167217.84
2701,167349.73
2702,125391.19
2703,139216.95
2704,147174.19
2705,130745.81
2706,137699.42
2707,142769.36
2708,141248.92
2709,125703.83
2710,136116.34
2711,212900.94
2712,406652.97
2713,166753.95
2714,154642.48
2715,172679.12
2716,161509.2
2717,192482.8
2718,235400.23
2719,168538.42
2720,175984.75
2721,149272.61
2722,170887.45
2723,155394.28
2724,141374.3
2725,149507.08
2726,160501.22
2727,173206.39
2728,177092.2
2729,162881.06
2730,156064.02
2731,142683.84
2732,141428.34
2733,156979.61
2734,157319.17
2735,156189.8
2736,151732.47
2737,136763.38
2738,153876.89
2739,172481.06
2740,149071.42
2741,155875.12
2742,164448.7
2743,165924.61
2744,172676.48
2745,154239.2
2746,146581.28
2747,154970.3
2748,142857.5
2749,146792.5
2750,145614.88
2751,143414.7
2752,173621.05
2753,159379.92
2754,208602.52
2755,144924.19
2756,109797.12
2757,73166.586
2758,113164.92
2759,160074.77
2760,137936.17
2761,158566.23
2762,155534.4
2763,190194.97
2764,159723.28
2765,292849.44
2766,142752.34
2767,96336.125
2768,142016.52
2769,142060.14
2770,148670.38
2771,126761.195
2772,125928.11
2773,190121.52
2774,149418.9
2775,129814.37
2776,157541.19
2777,163688.47
2778,112916.08
2779,144115.81
2780,119959.44
2781,106191.06
2782,115772.805
2783,129039.94
2784,137140.4
2785,133798.11
2786,77323.37
2787,130824.766
2788,90369.32
2789,191650.42
2790,124068.58
2791,122216.65
2792,95649.78
2793,168936.78
2794,115215.91
2795,133030.69
2796,109387.92
2797,185813.62
2798,131991.89
2799,140905.1
2800,90371.68
2801,128913.375
2802,140389.27
2803,169473.23
2804,135517.38
2805,109268.586
2806,96713.95
2807,154938.3
2808,157094.52
2809,144674.44
2810,145533.88
2811,171507.48
2812,161624.8
2813,163298.19
2814,155816.25
2815,105889.02
2816,234902.88
2817,175152.42
2818,144616.56
2819,193692.22
2820,149144.86
2821,125800.2
2822,185560.61
2823,303082.94
2824,177096.28
2825,168508.45
2826,157580.44
2827,152111.06
2828,238622.88
2829,217041.25
2830,239961.31
2831,178029.69
2832,264767.47
2833,323898.34
2834,223377.6
2835,220513.6
2836,198513.6
2837,165828.03
2838,155989.56
2839,178838.9
2840,194893.56
2841,195367.72
2842,235892.77
2843,155776.92
2844,164849.83
2845,141448.5
2846,205920.66
2847,209450.89
2848,207339.03
2849,206729.02
2850,280710.9
2851,229551.48
2852,243728.33
2853,237401.31
2854,147244.62
2855,202474.84
2856,188622.28
2857,183217.08
2858,205549.53
2859,139350.94
2860,142696.97
2861,153922.39
2862,217695.12
2863,133395.36
2864,277066.62
2865,142689.16
2866,146045.61
2867,114902.125
2868,124212.65
2869,120623.94
2870,145077.95
2871,90590.73
2872,65608.41
2873,117307.59
2874,154737.17
2875,130865.49
2876,165960.67
2877,147884.56
2878,157341.48
2879,159804.66
2880,114014.13
2881,147115.5
2882,180599.31
2883,178462.84
2884,191255.75
2885,180375.11
2886,231948.06
2887,102081.18
2888,148941.25
2889,75824.71
2890,95249.21
2891,152874.86
2892,66640.66
2893,114743.8
2894,77017.51
2895,303412.2
2896,263388.12
2897,227294.95
2898,158540.36
2899,209276.47
2900,169701.62
2901,205198.36
2902,208402.4
2903,361123.34
2904,369053.47
2905,92898.64
2906,203138.4
2907,122660.586
2908,148182.62
2909,156839.36
2910,100390.86
2911,99486.91
2912,172928.25
2913,109345.34
2914,103937.516
2915,108081.39
2916,104822.84
2917,178185.73
2918,136654.0
2919,246934.42
